CompanyName,ASXCode,GICS
"SKYFII LTD",SKF,"Software & Services"
"SKYLAND PETROLEUM LIMITED",SKP,"Energy"
"SLATER & GORDON LIMITED",SGH,"Consumer Services"
"SMART ABS SERIES 2014-2E TRUST",SAB,"Not Applic"
"SMART ABS SERIES 2014-4 TRUST",SSE,"Not Applic"
"SMART ABS SERIES 2015-2 TRUST",SMT,"Not Applic"
"SMART ABS SERIES 2015-4E TRUST",SXB,"Not Applic"
"SMART PARKING LIMITED",SPZ,"Technology Hardware & Equipment"
"SMARTGROUP CORPORATION LTD",SIQ,"Commercial Services & Supplies"
"SMARTPAY HOLDINGS LIMITED",SMP,"Telecommunication Services"
"SMARTTRANS HOLDINGS LTD",SMA,"Software & Services"
"SML CORPORATION LIMITED",SOP,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SOIL SUB TECHNOLOGIES LIMITED",SOI,"Food, Beverage & Tobacco"
"SOLIMAR ENERGY LIMITED.",SXS,"Energy"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SOON MINING LIMITED",SMG,"Materials"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED",SAY,"Materials"
"SOUTH EAST ASIA RESOURCES LIMITED",SXI,"Materials"
"SOUTH PACIFIC RESOURCES LIMITED",SPB,"Energy"
"SOUTH32 LIMITED",S32,"Materials"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD",SXE,"Capital Goods"
"SOUTHERN CROSS EXPLORATION N.L.",SXX,"Materials"
"SOUTHERN CROSS MEDIA GROUP LIMITED",SXL,"Media"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN HEMISPHERE MINING LIMITED",SUH,"Materials"
"SOVEREIGN GOLD COMPANY LIMITED",SOC,"Materials"
"SOVEREIGN METALS LIMITED",SVM,"Materials"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPARK NEW ZEALAND LIMITED",SPK,"Telecommunication Services"
"SPDR S&P/ASX 200 FUND",STW,"Not Applic"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND",SLF,"Not Applic"
"SPDR S&P/ASX 50 FUND",SFY,"Not Applic"
"SPECIALTY FASHION GROUP LIMITED",SFH,"Retailing"
"SPECTRUM RARE EARTHS LIMITED",SPX,"Materials"
"SPEEDCAST INTERNATIONAL LIMITED",SDA,"Telecommunication Services"
"SPICERS LIMITED",SRS,"Capital Goods"
"SPITFIRE MATERIALS LTD",SPI,"Materials"
"SPOOKFISH LIMITED",SFI,"Software & Services"
"SPOTLESS GROUP HOLDINGS LIMITED",SPO,"Commercial Services & Supplies"
"SPRING FG LIMITED",SFL,"Diversified Financials"
"SPRINTEX LIMITED",SIX,"Automobiles & Components"
"SRG LIMITED.",SRG,"Capital Goods"
"ST BARBARA LIMITED",SBM,"Materials"
"ST GEORGE MINING LIMITED",SGQ,"Materials"
"STANMORE COAL LIMITED",SMR,"Energy"
"STAR STRIKER LIMITED",SRT,"Energy"
"STARGROUP LIMITED",STL,"Technology Hardware & Equipment"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals & Biotechnology"
"STAVELY MINERALS LIMITED",SVY,"Materials"
"STEADFAST GROUP LIMITED",SDF,"Insurance"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STEMCELL UNITED LIMITED",SCU,"Pharmaceuticals & Biotechnology"
"STERLING PLANTATIONS LIMITED",SBI,"Food, Beverage & Tobacco"
"STOCKLAND",SGP,"Real Estate"
"STOKES LIMITED",SKS,"Capital Goods"
"STONE RESOURCES AUSTRALIA LIMITED",SHK,"Materials"
"STONEWALL RESOURCES LIMITED",SWJ,"Materials"
"STORY-I LIMITED",SRY,"Retailing"
"STRANDLINE RESOURCES LIMITED",STA,"Materials"
"STRATA-X ENERGY LIMITED",SXA,"Energy"
"STRATEGIC ELEMENTS LIMITED",SOR,"Diversified Financials"
"STRATEGIC ENERGY RESOURCES LIMITED",SER,"Materials"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STREAM GROUP LIMITED",SGO,"Software & Services"
"STRIKE ENERGY LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Materials"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Technology Hardware & Equipment"
"SUBZERO GROUP LIMITED",SZG,"Capital Goods"
"SUCCESS GLOBAL MEDIA LIMITED",SGU,"Consumer Services"
"SUDA LTD",SUD,"Pharmaceuticals & Biotechnology"
"SUGAR DRAGON LIMITED",SDC,"Class Pend"
"SUMATRA COPPER & GOLD PLC",SUM,"Materials"
"SUMMERSET GROUP HOLDINGS LIMITED",SNZ,"Health Care Equipment & Services"
"SUMMIT RESOURCES LIMITED",SMM,"Energy"
"SUN RESOURCES NL",SUR,"Energy"
"SUNBIRD ENERGY LIMITED",SNY,"Energy"
"SUNBRIDGE GROUP LIMITED",SBB,"Retailing"
"SUNCORP GROUP LIMITED",SUN,"Insurance"
"SUNCORP-METWAY LIMITED .",SBK,"Insurance"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNVEST CORPORATION LIMITED",SVS,"Not Applic"
"SUPER RETAIL GROUP LIMITED",SUL,"Retailing"
"SUPERIOR RESOURCES LIMITED",SPQ,"Materials"
"SUPERLOOP LIMITED",SLC,"Telecommunication Services"
"SUPPLY NETWORK LIMITED",SNL,"Retailing"
"SURFSTITCH GROUP LIMITED",SRF,"Retailing"
"SWALA ENERGY LIMITED",SWE,"Energy"
"SWICK MINING SERVICES LTD",SWK,"Capital Goods"
"SWIFT NETWORKS GROUP LIMITED",SW1,"Diversified Financials"
"SYDNEY AIRPORT",SYD,"Transportation"
"SYNDICATED METALS LIMITED",SMD,"Materials"
"SYNGAS LIMITED",SYS,"Energy"
"SYRAH RESOURCES LIMITED",SYR,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Diversified Financials"
"TAKORADI LIMITED",TKG,"Materials"
"TALGA RESOURCES LTD",TLG,"Materials"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TALON PETROLEUM LIMITED",TPD,"Energy"
"TAMASKA OIL AND GAS LTD",TMK,"Energy"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANGA RESOURCES LIMITED",TRL,"Materials"
"TAP OIL LIMITED",TAP,"Energy"
"TARGET ENERGY LIMITED",TEX,"Energy"
"TARUGA GOLD LIMITED",TAR,"Materials"
"TASFOODS LIMITED",TFL,"Diversified Financials"
"TASMAN RESOURCES LTD",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASSAL GROUP LIMITED",TGR,"Food, Beverage & Tobacco"
"TATTS GROUP LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TBG DIAGNOSTICS LIMITED",TDL,"Pharmaceuticals & Biotechnology"
"TECH MPIRE LIMITED",TMP,"Media"
"TECHNICHE LIMITED.",TCN,"Diversified Financials"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TEGEL GROUP HOLDINGS LIMITED",TGH,"Food, Beverage & Tobacco"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLE & WEBSTER GROUP LTD",TPW,"Retailing"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEMPO AUSTRALIA LTD",TPP,"Commercial Services & Supplies"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TERANGA GOLD CORPORATION",TGZ,"Materials"
"TERRACOM LIMITED",TER,"Energy"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TESSERENT LIMITED",TNT,"Software & Services"
"TEST SECURITY",TES,"Class Pend"
"TFS CORPORATION LIMITED",TFC,"Materials"
"THE A2 MILK COMPANY LIMITED",A2M,"Food, Beverage & Tobacco"
"THE CARAJAS COPPER COMPANY LIMITED",CJC,"Materials"
"THE CITADEL GROUP LIMITED",CGL,"Software & Services"
"THE FOOD REVOLUTION GROUP LIMITED",FOD,"Food, Beverage & Tobacco"
"THE GRUDEN GROUP LTD",GGL,"Energy"
"THE PAS GROUP LIMITED",PGR,"Retailing"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THE STAR ENTERTAINMENT GROUP LIMITED",SGR,"Consumer Services"
"THE WATERBERG COAL COMPANY LIMITED",WCC,"Energy"
"THINK CHILDCARE LIMITED",TNK,"Consumer Services"
"THINKSMART LIMITED",TSM,"Diversified Financials"
"THO SERVICES LIMITED",THO,"Capital Goods"
"THOMSON RESOURCES LIMITED",TMZ,"Materials"
"THOR MINING PLC",THR,"Materials"
"THORN GROUP LIMITED",TGA,"Retailing"
"THORNEY OPPORTUNITIES LTD",TOP,"Not Applic"
"THREAT PROTECT AUSTRALIA LIMITED",TPS,"Energy"
"THUNDELARRA LIMITED",THX,"Materials"
"TIAN AN AUSTRALIA LIMITED",TIA,"Real Estate"
"TIAN POH RESOURCES LIMITED",TPO,"Materials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIGERS REALM COAL LIMITED",TIG,"Materials"
"TIKFORCE LIMITED",TKF,"Energy"
"TIMAH RESOURCES LIMITED",TML,"Utilities"
"TIMPETRA RESOURCES LIMITED",TPR,"Materials"
"TITAN ENERGY SERVICES LIMITED",TTN,"Energy"
"TLOU ENERGY LIMITED",TOU,"Energy"
"TNG LIMITED",TNG,"Materials"
"TOMIZONE LIMITED",TOM,"Software & Services"
"TOP END MINERALS LIMITED",TND,"Materials"
"TOPBETTA HOLDINGS LIMITED",TBH,"Consumer Services"
"TOPTUNG LTD",TTW,"Materials"
"TORIAN RESOURCES LIMITED",TNR,"Materials"
"TORO ENERGY LIMITED",TOE,"Energy"
"TORRENS 2009-3 TRUST",TRB,"Not Applic"
"TORRENS SERIES 2010-1 TRUST",TRP,"Not Applic"
"TORRENS SERIES 2010-2 TRUST",TRK,"Not Applic"
"TORRENS SERIES 2010-3 TRUST",TOA,"Not Applic"
"TORRENS SERIES 2013-1 TRUST",TNB,"Not Applic"
"TORRENS SERIES 2013-2 TRUST",TNF,"Not Applic"
"TORRENS SERIES 2014-1 TRUST",TNH,"Not Applic"
"TORRENS SERIES 2014-2 TRUST",TOZ,"Not Applic"
"TORRENS SERIES 2015-1 TRUST",TNJ,"Not Applic"
"TOTAL FACE GROUP LIMITED",TFG,"Consumer Services"
"TOUCHCORP LIMITED",TCH,"Software & Services"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial Services & Supplies"
"TPC CONSOLIDATED LIMITED",TPC,"Telecommunication Services"
"TPG TELECOM LIMITED",TPM,"Telecommunication Services"
"TPI ENTERPRISES LIMITED",TPE,"Pharmaceuticals & Biotechnology"
"TRAC GROUP HOLDINGS LIMITED",TRC,"Class Pend"
"TRADE ME GROUP LIMITED",TME,"Retailing"
"TRADITIONAL THERAPY CLINICS LIMITED",TTC,"Health Care Equipment & Services"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSACTION SOLUTIONS INTERNATIONAL LIMITED",TSN,"Software & Services"
"TRANSCENDENCE TECHNOLOGIES LIMITED",TTL,"Diversified Financials"
"TRANSERV ENERGY LIMITED",TSV,"Energy"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSURBAN GROUP",TCL,"Transportation"
"TREASURY CORPORATION OF VICTORIA",XVG,"Not Applic"
"TREASURY WINE ESTATES LIMITED",TWE,"Food, Beverage & Tobacco"
"TRIANGLE ENERGY (GLOBAL) LIMITED",TEG,"Energy"
"TRIBUNE RESOURCES LIMITED",TBR,"Materials"
"TRIPLE ENERGY LIMITED",TNP,"Energy"
"TRITON MINERALS LTD",TON,"Materials"
"TROY RESOURCES LIMITED",TRY,"Materials"
"TRUSCOTT MINING CORPORATION LIMITED",TRM,"Materials"
"TRUSTEES AUSTRALIA LIMITED",TAU,"Consumer Services"
"TTA HOLDINGS LIMITED",TTA,"Retailing"
"TTE PETROLEUM LTD",TTE,"Energy"
"TTG FINTECH LIMITED",TUP,"Software & Services"
"TUNGSTEN MINING NL",TGN,"Materials"
"TV2U INTERNATIONAL LIMITED",TV2,"Energy"
"TW HOLDINGS LIMITED",TWH,"Food, Beverage & Tobacco"
"TYCHEAN RESOURCES LTD",TYK,"Materials"
"TYRANNA RESOURCES LIMITED",TYX,"Materials"
"TYRIAN DIAGNOSTICS LIMITED",TDX,"Pharmaceuticals & Biotechnology"
"TZ LIMITED",TZL,"Technology Hardware & Equipment"
"UCW LIMITED",UCW,"Retailing"
"UGL LIMITED",UGL,"Capital Goods"
"UIL ENERGY LTD",UIL,"Energy"
"ULTIMA UNITED LIMITED",UUL,"Real Estate"
"UNILIFE CORPORATION",UNS,"Health Care Equipment & Services"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNITY PACIFIC GROUP",UPG,"Real Estate"
"UNIVERSAL BIOSENSORS INC.",UBI,"Health Care Equipment & Services"
"UNIVERSAL COAL PLC",UNV,"Energy"
"UPDATER INC",UPD,"Software & Services"
"URANIUM EQUITIES LIMITED",UEQ,"Energy"
"URANIUM RESOURCES INC",URI,"Energy"
"URANIUMSA LIMITED",USA,"Energy"
"URBANISE.COM LIMITED",UBN,"Software & Services"
"US MASTERS HOLDINGS LIMITED",USH,"Not Applic"
"US MASTERS RESIDENTIAL PROPERTY FUND",URF,"Real Estate"
"US RESIDENTIAL FUND",USR,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND",USF,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND II",USG,"Not Applic"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"VALENCE INDUSTRIES LIMITED",VXL,"Materials"
"VALMEC LIMITED",VMX,"Energy"
"VANGO MINING LIMITED",VAN,"Materials"
"VARISCAN MINES LIMITED",VAR,"Materials"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Diversified Financials"
"VECTOR RESOURCES LIMITED",VEC,"Materials"
"VECTUS BIOSYSTEMS LIMITED",VBS,"Pharmaceuticals & Biotechnology"
"VELPIC LIMITED",VPC,"Software & Services"
"VENTNOR RESOURCES LTD",VRX,"Materials"
"VENTURE MINERALS LIMITED",VMS,"Materials"
"VENTUREX RESOURCES LIMITED",VXR,"Materials"
"VENUS METALS CORPORATION LIMITED",VMC,"Materials"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICINITY CENTRES",VCX,"Real Estate"
"VICINITY CENTRES TRUST",VCD,"Not Applic"
"VICTOR GROUP HOLDINGS LIMITED",VIG,"Media"
"VICTORY MINES LIMITED",VIC,"Materials"
"VIENTO GROUP LIMITED",VIE,"Capital Goods"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIKING MINES LIMITED",VKA,"Materials"
"VILLA WORLD LIMITED.",VLW,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIMY RESOURCES LIMITED",VMY,"Energy"
"VIRALYTICS LIMITED",VLA,"Pharmaceuticals & Biotechnology"
"VIRGIN AUSTRALIA HOLDINGS LIMITED",VAH,"Transportation"
"VIRTUS HEALTH LIMITED",VRT,"Health Care Equipment & Services"
"VISTA GROUP INTERNATIONAL LIMITED.",VGL,"Software & Services"
"VISUAL AMPLIFIERS LIMITED",VMP,"Class Pend"
"VITA GROUP LIMITED",VTG,"Retailing"
"VITA LIFE SCIENCES LIMITED.",VSC,"Pharmaceuticals & Biotechnology"
"VITACO HOLDINGS LIMITED",VIT,"Household & Personal Products"
"VITAL METALS LIMITED",VML,"Materials"
"VMOTO LIMITED",VMT,"Automobiles & Components"
"VOCATION LIMITED",VET,"Consumer Services"
"VOCUS COMMUNICATIONS LIMITED",VOC,"Telecommunication Services"
"VOLPARA HEALTH TECHNOLOGIES LIMITED",VHT,"Health Care Equipment & Services"
"VOLT RESOURCES LIMITED",VRC,"Energy"
"VOLTA MINING LIMITED",VTM,"Materials"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"VOYAGER GLOBAL GROUP LTD",VGR,"Energy"
"WAKENBY LIMITED",WAK,"Commercial Services & Supplies"
"WALKABOUT RESOURCES LTD",WKT,"Materials"
"WAM ACTIVE LIMITED",WAA,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAM LEADERS LIMITED",WLE,"Not Applic"
"WAM RESEARCH LIMITED",WAX,"Diversified Financials"
"WANGLE TECHNOLOGIES LIMITED",WGL,"Capital Goods"
"WARATAH RESOURCES LIMITED",WGO,"Materials"
"WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD",WCB,"Food, Beverage & Tobacco"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Energy"
"WATER RESOURCES GROUP LIMITED",WRG,"Utilities"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATERMARK MARKET NEUTRAL FUND LIMITED",WMK,"Not Applic"
"WATPAC LIMITED",WTP,"Capital Goods"
"WAVENET INTERNATIONAL LIMITED",WAL,"Materials"
"WCP RESOURCES LIMITED",WCP,"Materials"
"WDS LIMITED",WDS,"Capital Goods"
"WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC",WEF,"Not Applic"
"WEALTH DEFENDER EQUITIES LIMITED",WDE,"Not Applic"
"WEBJET LIMITED",WEB,"Retailing"
"WEBSTER LIMITED",WBA,"Food, Beverage & Tobacco"
"WELLARD LIMITED",WLD,"Food, Beverage & Tobacco"
"WELLCOM GROUP LIMITED",WLL,"Commercial Services & Supplies"
"WESFARMERS LIMITED",WES,"Food & Staples Retailing"
"WEST AFRICAN RESOURCES LIMITED",WAF,"Materials"
"WEST WITS MINING LIMITED",WWI,"Materials"
"WESTERN AREAS LIMITED",WSA,"Materials"
"WESTERN MINING NETWORK LIMITED",WMN,"Materials"
"WESTFIELD CORPORATION",WFD,"Real Estate"
"WESTOZ INVESTMENT COMPANY LIMITED",WIC,"Not Applic"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC TPS TRUST",WCT,"Not Applic"
"WHITE CLIFF MINERALS LIMITED",WCN,"Materials"
"WHITE ENERGY COMPANY LIMITED",WEC,"Energy"
"WHITE ROCK MINERALS LIMITED",WRM,"Materials"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHITEHAVEN COAL LIMITED",WHC,"Energy"
"WHL ENERGY LIMITED",WHN,"Energy"
"WILSON GROUP LIMITED",WIG,"Diversified Financials"
"WINCHESTER ENERGY LTD",WEL,"Energy"
"WINDIMURRA VANADIUM LIMITED",WVL,"Materials"
"WINDWARD RESOURCES LTD",WIN,"Materials"
"WINGARA AG LTD",WNR,"Food, Beverage & Tobacco"
"WINHA COMMERCE AND TRADE INTERNATIONAL LTD",WQW,"Class Pend"
"WINMAR RESOURCES LIMITED",WFE,"Materials"
"WISETECH GLOBAL LIMITED",WTC,"Software & Services"
"WOLF MINERALS LIMITED",WLF,"Materials"
"WOLF PETROLEUM LTD",WOF,"Energy"
"WOLFSTRIKE RENTALS GROUP LIMITED",WSG,"Diversified Financials"
"WOLLONGONG COAL LIMITED",WLC,"Materials"
"WONHE MULTIMEDIA COMMERCE LTD",WMC,"Technology Hardware & Equipment"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORLD REACH LIMITED",WRR,"Technology Hardware & Equipment"
"WORLD TITANIUM RESOURCES LIMITED",WTR,"Materials"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WPG RESOURCES LTD",WPG,"Materials"
"WPP AUNZ LTD",WPP,"Media"
"XANADU MINES LTD",XAM,"Materials"
"XENITH IP GROUP LIMITED",XIP,"Commercial Services & Supplies"
"XERO LIMITED",XRO,"Software & Services"
"XPD SOCCER GEAR GROUP LIMITED",XPD,"Consumer Durables & Apparel"
"XPED LIMITED",XPE,"Software & Services"
"XREF LIMITED",XF1,"Software & Services"
"XRF SCIENTIFIC LIMITED",XRF,"Capital Goods"
"XSTATE RESOURCES LIMITED",XST,"Energy"
"XTD LTD",XTD,"Media"
"XTEK LIMITED.",XTE,"Capital Goods"
"XTV NETWORKS LTD",XTV,"Media"
"YANCOAL AUSTRALIA LIMITED",YAL,"Energy"
"YANCOAL SCN LIMITED",YCN,"Energy"
"YANGHAO INTERNATIONAL LIMITED",YHL,"Consumer Durables & Apparel"
"YELLOW BRICK ROAD HOLDINGS LIMITED",YBR,"Diversified Financials"
"YOJEE LIMITED",YOJ,"Materials"
"YONDER AND BEYOND GROUP LIMITED",YNB,"Diversified Financials"
"YOWIE GROUP LTD",YOW,"Food, Beverage & Tobacco"
"YPB GROUP LTD",YPB,"Commercial Services & Supplies"
"Z ENERGY LIMITED.",ZEL,"Energy"
"ZAMANCO MINERALS LIMITED",ZAM,"Materials"
"ZAMBEZI RESOURCES LIMITED",ZRL,"Materials"
"ZAMIA METALS LIMITED",ZGM,"Materials"
"ZENITH MINERALS LIMITED",ZNC,"Materials"
"ZETA PETROLEUM PLC",ZTA,"Energy"
"ZETA RESOURCES LIMITED",ZER,"Materials"
"ZEUS RESOURCES LIMITED",ZEU,"Energy"
"ZICOM GROUP LIMITED",ZGL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZIPMONEY LTD",ZML,"Diversified Financials"
"ZIPTEL LIMITED",ZIP,"Telecommunication Services"
"ZYBER HOLDINGS LTD",ZYB,"Software & Services"
"ZYL LIMITED",ZYL,"Materials"
'
